index;experiment;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score;train_acc_ten_above;train_test_hundred;f1_hundred;invalid_window
262;4;KNN;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
263;4;KNN;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
264;4;KNN;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
275;4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
276;4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
277;4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
278;4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
279;4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
255;4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
256;4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
257;4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
258;4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
259;4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
270;4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
271;4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
272;4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
273;4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
274;4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
265;4;XGB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
266;4;XGB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
267;4;XGB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
268;4;XGB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;1;1;1
269;4;XGB;1250;4192;100.0;99.93333333333332;100.0;99.86666666666667;99.93328885923948;0;0;0;0
390;4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
391;4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
392;4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
393;4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
394;4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
385;4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
386;4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
387;4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
388;4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
389;4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
400;4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
401;4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
402;4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
403;4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
404;4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
415;4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
416;4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
417;4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
418;4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
419;4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
395;4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
396;4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
397;4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
398;4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
399;4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
410;4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
411;4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
412;4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
413;4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
414;4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
405;4;XGB;1310;4000;100.0;99.87277353689568;100.0;99.74554707379136;99.87261146496816;0;0;0;0
406;4;XGB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
407;4;XGB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
408;4;XGB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
409;4;XGB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
460;4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
461;4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
462;4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
463;4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
464;4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
455;4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
456;4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
457;4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
458;4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
459;4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
470;4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
471;4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
472;4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
473;4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
474;4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
485;4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
486;4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
487;4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
488;4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
489;4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
465;4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
466;4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
467;4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
468;4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
469;4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
480;4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
481;4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
482;4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
483;4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
484;4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;1;1;1
475;4;XGB;1600;3275;99.98697916666669;100.0;100.0;100.0;100.0;0;0;1;1
476;4;XGB;1600;3275;99.98697916666669;100.0;100.0;100.0;100.0;0;0;1;1
477;4;XGB;1600;3275;99.98697916666669;100.0;100.0;100.0;100.0;0;0;1;1
478;4;XGB;1600;3275;99.98697916666669;99.89583333333331;100.0;99.79166666666669;99.89572471324296;0;0;0;0
479;4;XGB;1600;3275;99.98697916666669;100.0;100.0;100.0;100.0;0;0;1;1
670;4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
671;4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
672;4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
673;4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
674;4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
665;4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
666;4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
667;4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
668;4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
669;4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
680;4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
681;4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
682;4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
683;4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
684;4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
695;4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
696;4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
697;4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
698;4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
699;4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
675;4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
676;4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
677;4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
678;4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
679;4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
690;4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
691;4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
692;4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
693;4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
694;4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
685;4;XGB;2000;2620;99.98958333333331;99.95833333333334;100.0;99.91666666666669;99.95831596498542;0;0;0;0
686;4;XGB;2000;2620;99.98958333333331;99.95833333333334;100.0;99.91666666666669;99.95831596498542;0;0;0;0
687;4;XGB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
688;4;XGB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
689;4;XGB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;1;1;1
810;4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
811;4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
812;4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
813;4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
814;4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
805;4;DUM;2096;2500;50.73558648111332;50.11923688394276;50.1206757843926;49.52305246422893;49.82007197121152;0;0;0;0
806;4;DUM;2096;2500;50.74048305337442;50.13916500994036;50.1206757843926;49.562450278440735;49.84;0;0;0;0
807;4;DUM;2096;2500;50.74048305337442;50.13916500994036;50.1206757843926;49.562450278440735;49.84;0;0;0;0
808;4;DUM;2096;2500;49.26945631646954;49.82107355864811;49.84276729559748;50.39745627980922;50.11857707509881;0;0;0;0
809;4;DUM;2096;2500;49.26945631646954;49.82107355864811;49.84276729559748;50.39745627980922;50.11857707509881;0;0;0;0
820;4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
821;4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
822;4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
823;4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
824;4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
835;4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
836;4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
837;4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
838;4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
839;4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
815;4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
816;4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
817;4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
818;4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
819;4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
830;4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
831;4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
832;4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
833;4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
834;4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
825;4;XGB;2096;2500;99.99005964214712;100.0;100.0;100.0;100.0;0;0;1;1
826;4;XGB;2096;2500;99.98012126031207;100.0;100.0;100.0;100.0;0;0;1;1
827;4;XGB;2096;2500;99.98012126031207;99.96023856858848;100.0;99.92044550517105;99.96020692399522;0;0;0;0
828;4;XGB;2096;2500;99.99006063015604;99.96023856858848;100.0;99.92050874403816;99.96023856858848;0;0;0;0
829;4;XGB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;1;1;1
880;4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
881;4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
882;4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
883;4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
884;4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
875;4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
876;4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
877;4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
878;4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
879;4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
890;4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
891;4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
892;4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
893;4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
894;4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
905;4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
906;4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
907;4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
908;4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
909;4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
885;4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
886;4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
887;4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
888;4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
889;4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
900;4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
901;4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
902;4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
903;4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
904;4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;1;1;1
895;4;XGB;2500;2096;99.98333333333332;99.96666666666668;100.0;99.93333333333332;99.9666555518506;0;0;0;0
896;4;XGB;2500;2096;99.98333333333332;99.96666666666668;100.0;99.93333333333332;99.9666555518506;0;0;0;0
897;4;XGB;2500;2096;99.98333333333332;99.96666666666668;100.0;99.93333333333332;99.9666555518506;0;0;0;0
898;4;XGB;2500;2096;99.98333333333332;100.0;100.0;100.0;100.0;0;0;1;1
899;4;XGB;2500;2096;99.98333333333332;100.0;100.0;100.0;100.0;0;0;1;1
1055;4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1056;4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1057;4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1058;4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1059;4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1050;4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
1051;4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
1052;4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
1053;4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
1054;4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
1065;4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1066;4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1067;4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1068;4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1069;4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1080;4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1081;4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1082;4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1083;4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1084;4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1060;4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1061;4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1062;4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1063;4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1064;4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1075;4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1076;4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1077;4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1078;4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1079;4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1070;4;XGB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1071;4;XGB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1072;4;XGB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1073;4;XGB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1074;4;XGB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1230;4;DT;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1231;4;DT;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1232;4;DT;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1233;4;DT;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1234;4;DT;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1225;4;DUM;3275;1600;50.01908396946565;50.55979643765903;50.562947799385874;50.27989821882952;50.42102577188058;0;0;0;0
1226;4;DUM;3275;1600;50.01908396946565;50.55979643765903;50.562947799385874;50.27989821882952;50.42102577188058;0;0;0;0
1227;4;DUM;3275;1600;50.01908396946565;50.55979643765903;50.562947799385874;50.27989821882952;50.42102577188058;0;0;0;0
1228;4;DUM;3275;1600;50.01908396946565;50.55979643765903;50.562947799385874;50.27989821882952;50.42102577188058;0;0;0;0
1229;4;DUM;3275;1600;50.01908396946565;50.55979643765903;50.562947799385874;50.27989821882952;50.42102577188058;0;0;0;0
1240;4;KNN;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1241;4;KNN;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1242;4;KNN;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1243;4;KNN;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1244;4;KNN;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1255;4;MLP;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1256;4;MLP;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1257;4;MLP;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1258;4;MLP;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1259;4;MLP;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1235;4;NB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1236;4;NB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1237;4;NB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1238;4;NB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1239;4;NB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1250;4;RF;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1251;4;RF;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1252;4;RF;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1253;4;RF;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1254;4;RF;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1245;4;XGB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1246;4;XGB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1247;4;XGB;3275;1600;100.0;99.97455470737914;100.0;99.94910941475828;99.97454823110206;0;0;0;0
1248;4;XGB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1249;4;XGB;3275;1600;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1335;4;DT;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1336;4;DT;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1337;4;DT;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1338;4;DT;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1339;4;DT;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1330;4;DUM;4000;1310;49.34895833333333;50.60416666666666;50.60492282019191;50.54166666666666;50.57327496351887;0;0;0;0
1331;4;DUM;4000;1310;49.34895833333333;50.60416666666666;50.60492282019191;50.54166666666666;50.57327496351887;0;0;0;0
1332;4;DUM;4000;1310;49.34895833333333;50.60416666666666;50.60492282019191;50.54166666666666;50.57327496351887;0;0;0;0
1333;4;DUM;4000;1310;49.34895833333333;50.60416666666666;50.60492282019191;50.54166666666666;50.57327496351887;0;0;0;0
1334;4;DUM;4000;1310;49.34895833333333;50.60416666666666;50.60492282019191;50.54166666666666;50.57327496351887;0;0;0;0
1345;4;KNN;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1346;4;KNN;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1347;4;KNN;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1348;4;KNN;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1349;4;KNN;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1360;4;MLP;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1361;4;MLP;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1362;4;MLP;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1363;4;MLP;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1364;4;MLP;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1340;4;NB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1341;4;NB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1342;4;NB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1343;4;NB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1344;4;NB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1355;4;RF;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1356;4;RF;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1357;4;RF;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1358;4;RF;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1359;4;RF;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1350;4;XGB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1351;4;XGB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1352;4;XGB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1353;4;XGB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1354;4;XGB;4000;1310;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1475;4;DT;4192;1250;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1476;4;DT;4192;1250;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1477;4;DT;4192;1250;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1478;4;DT;4192;1250;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1479;4;DT;4192;1250;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1470;4;DUM;4192;1250;49.33154415784504;50.60624130391572;50.59618441971383;50.61630218687873;50.60624130391572;0;0;0;0
